Author,Points,Pull Requests
svekars,28,"https://github.com/svekars/test-stats/pull/10,
https://github.com/svekars/test-stats/pull/8,
https://github.com/svekars/test-stats/pull/1,
https://github.com/svekars/odyssey-project/pull/4,
https://github.com/svekars/odyssey-project/pull/3,
https://github.com/svekars/odyssey-project/pull/2"
